,name,youtube_code,namu_code,혐오,행복,중립,슬픔,분노,놀람,공포,총합,혐비,행비,중비,슬비,분비,놀비,공비
58,헬로[HELLO],/channel/UCsR07Y3qMhf_oKxit4xLoHg,Hello,45,338,208,50,29,200,37,907,4.961411246,37.26571114,22.93274531,5.512679162,3.197353914,22.05071665,4.07938258
280,피큐큐,/channel/UC_jNan0EvSTUNKT2dj6U31A,피큐큐,12,71,48,4,2,41,8,186,6.451612903,38.17204301,25.80645161,2.150537634,1.075268817,22.04301075,4.301075269
120,멋사유튜브,/channel/UCIhfL5TX-FODmWcX2k1uWHg,보람튜브,60,261,123,37,26,157,49,713,8.415147265,36.6058906,17.25105189,5.189340813,3.646563815,22.01963534,6.872370266
111,핑맨,/channel/UConOmISJY0oZHRhWGyvdQ2A,핑맨,88,359,118,33,16,186,47,847,10.38961039,42.38488784,13.93152302,3.896103896,1.889020071,21.95985832,5.548996458
116,투보,/channel/UCTSaxXnhUcrhv984bVpDr6Q,투보,83,282,169,39,30,189,69,861,9.639953542,32.75261324,19.62833914,4.529616725,3.484320557,21.95121951,8.013937282
73,LCK,/channel/UCw1DsweY9b2AKGjV4kGJP1A,League of Legends Champions Korea,81,196,207,28,20,161,41,734,11.03542234,26.70299728,28.20163488,3.814713896,2.72479564,21.9346049,5.585831063
46,압둘알리과로사,/channel/UC31ypOxFsuU3Q0OFpQzcQ3g,과로사(인터넷 방송인),83,315,165,34,27,196,74,894,9.284116331,35.23489933,18.45637584,3.803131991,3.020134228,21.92393736,8.277404922
236,TFO,/channel/UCk5mlvpbj8CZxD229CpiouA,TFO(유튜버),9,68,63,8,5,47,15,215,4.186046512,31.62790698,29.30232558,3.720930233,2.325581395,21.86046512,6.976744186
259,아빠킹,/channel/UChfs1dQ5phBDBWZJ1hHLbUA,아빠킹,86,231,129,26,37,154,42,705,12.19858156,32.76595745,18.29787234,3.687943262,5.24822695,21.84397163,5.957446809
42,침착맨,/channel/UCUj6rrhMTR9pipbAWBAMvUQ,침착맨,105,164,137,29,23,139,40,637,16.48351648,25.74568289,21.50706436,4.552590267,3.610675039,21.82103611,6.279434851
289,표림,/channel/UCxbxK61xeFoymuxmi4ik73g,표림,30,68,46,8,8,48,13,221,13.57466063,30.76923077,20.81447964,3.619909502,3.619909502,21.71945701,5.882352941
285,김쵸코,/channel/UC0SsBKkmlkyNx6bo0SSAEpQ,김쵸코,8,79,22,8,4,36,9,166,4.819277108,47.59036145,13.25301205,4.819277108,2.409638554,21.68674699,5.421686747
138,범석TV,/channel/UCz1Gc37nWsdF_jbJ_SvMl4g,범석TV,38,199,156,36,32,144,59,664,5.722891566,29.96987952,23.4939759,5.421686747,4.819277108,21.68674699,8.885542169
229,무지개맛 Rainbow Flavor,/channel/UCcR_wZ0zimC6UT8VO0KcS8Q,무지개맛,4,17,14,3,4,13,5,60,6.666666667,28.33333333,23.33333333,5,6.666666667,21.66666667,8.333333333
158,미라지,/channel/UC73j3rtkjb3qCvC7XZidzmw,미라지(인터넷 방송인),16,57,26,8,5,35,15,162,9.87654321,35.18518519,16.04938272,4.938271605,3.086419753,21.60493827,9.259259259
79,프레이 TV,/channel/UCSzHok6X5qXEO7cjvVnE62g,김종인(프로게이머),99,241,191,39,56,189,60,875,11.31428571,27.54285714,21.82857143,4.457142857,6.4,21.6,6.857142857
225,니얼굴윤겔라(geltube),/channel/UCMsjY8EfFZNul-_7DvWe6Aw,니얼굴윤겔라,19,80,43,4,4,45,14,209,9.090909091,38.27751196,20.57416268,1.913875598,1.913875598,21.53110048,6.698564593
389,전자오랏맨,/channel/UCkcaRxpTcisadUeCbHOYTFw,전자오랏맨,27,71,63,24,8,57,15,265,10.18867925,26.79245283,23.77358491,9.056603774,3.018867925,21.50943396,5.660377358
65,수탉,/channel/UCw-JzmPsjRcbzJLncr4pIIA,수탉TV,92,296,179,52,28,199,82,928,9.913793103,31.89655172,19.2887931,5.603448276,3.017241379,21.44396552,8.836206897
219,엔젤 유튜브,/channel/UCt5e5QXzt_Ub5azmAk4ozAw,ANGEL7777,3,16,7,3,0,9,4,42,7.142857143,38.0952381,16.66666667,7.142857143,0,21.42857143,9.523809524
399,애덕 유튜브,/channel/UCSCogaMMoxrDe43Cx_kB9cQ,애덕,9,51,25,11,1,30,13,140,6.428571429,36.42857143,17.85714286,7.857142857,0.714285714,21.42857143,9.285714286
186,떡호떡,/channel/UCqMixH4Cc7CdySihHG4kkIA,떡호떡,10,27,32,7,2,24,10,112,8.928571429,24.10714286,28.57142857,6.25,1.785714286,21.42857143,8.928571429
81,JUNE,/channel/UCL_IvtOZo6sONpiydbzzHpA,JUNE,26,51,63,9,6,47,18,220,11.81818182,23.18181818,28.63636364,4.090909091,2.727272727,21.36363636,8.181818182
115,옥냥이 RoofTopCAT,/channel/UCcdlIcleb4oIK6of1ugSJ7w,옥냥이,70,170,145,45,36,136,36,638,10.97178683,26.64576803,22.72727273,7.053291536,5.642633229,21.31661442,5.642633229
165,MadLife TV,/channel/UCj1RW5MrOLh_VrX3yHF_yow,홍민기(프로게이머),10,22,10,2,2,13,2,61,16.39344262,36.06557377,16.39344262,3.278688525,3.278688525,21.31147541,3.278688525
67,퍼런안경_BLAS,/channel/UCSQkftbg2z4kz4NNBVs6CIQ,퍼런안경,56,147,327,18,42,177,65,832,6.730769231,17.66826923,39.30288462,2.163461538,5.048076923,21.27403846,7.8125
308,땅우양,/channel/UC9vI-9WYQLXKI6n9XdXXo3g,땅우양,9,65,33,5,7,37,18,174,5.172413793,37.35632184,18.96551724,2.873563218,4.022988506,21.26436782,10.34482759
170,YT Apple,/channel/UCmcd3r7AsHjm3deMgx1ZPiw,YT Apple,11,55,41,7,7,37,16,174,6.32183908,31.6091954,23.56321839,4.022988506,4.022988506,21.26436782,9.195402299
383,삐라,/channel/UCw2zOqd6hXsny79qDki_Z4w,삐라,31,101,51,7,12,59,17,278,11.15107914,36.33093525,18.34532374,2.517985612,4.316546763,21.22302158,6.115107914
56,유키 YOUKI,/channel/UCidO_j4TWaTvUiid2WffuqA,YUKI,69,144,242,21,40,157,67,740,9.324324324,19.45945946,32.7027027,2.837837838,5.405405405,21.21621622,9.054054054
124,모아요,/channel/UCtJpqaQ0XAmX5uYZ48crOdQ,모아요,76,190,184,34,19,147,43,693,10.96681097,27.41702742,26.55122655,4.906204906,2.741702742,21.21212121,6.204906205
86,비누TV,/channel/UCbLispC1ydHSC_69kjZI6hw,비누TV,21,83,45,6,7,47,13,222,9.459459459,37.38738739,20.27027027,2.702702703,3.153153153,21.17117117,5.855855856
262,김뚜띠,/channel/UCTZPZo3xuW5k6RkhlVaJ0jQ,김뚜띠,41,249,110,29,14,126,27,596,6.879194631,41.77852349,18.45637584,4.865771812,2.348993289,21.1409396,4.530201342
396,해봄,/channel/UCL9oC0YZRwuyudZqUrgKw9w,해봄,6,60,15,5,2,26,9,123,4.87804878,48.7804878,12.19512195,4.06504065,1.62601626,21.13821138,7.317073171
279,프제짱,/channel/UChD2kf1XO2sxR4t4s_oPPMA,프제짱,9,76,58,11,4,45,10,213,4.225352113,35.68075117,27.23004695,5.164319249,1.877934272,21.12676056,4.694835681
347,금똥왁왁,/channel/UCt4wd8jZFvFjrHy6EXLrmVw,금똥왁왁,16,52,43,7,16,39,12,185,8.648648649,28.10810811,23.24324324,3.783783784,8.648648649,21.08108108,6.486486486
140,공룡,/channel/UCWf4QKgnTyvmehcRqw-JldQ,공룡,56,251,134,33,13,144,53,684,8.187134503,36.69590643,19.59064327,4.824561404,1.900584795,21.05263158,7.748538012
128,뽁구BBokTV,/channel/UCO5bdxKgKczSpjFbfsGykmA,뽁구,47,247,178,48,27,156,38,741,6.342780027,33.33333333,24.02159244,6.477732794,3.643724696,21.05263158,5.128205128
11,김재원의 즐거운 세상,/channel/UCta_NRwnsUaew0t3VNxBNyg,김재원(샌드박스 네트워크),52,159,129,21,15,112,45,533,9.756097561,29.83114447,24.20262664,3.939962477,2.814258912,21.01313321,8.442776735
206,도애니 DO animation,/channel/UCqgxGebwwkoldbl3h7UoUiQ,도현성,21,72,49,21,7,50,18,238,8.823529412,30.25210084,20.58823529,8.823529412,2.941176471,21.00840336,7.56302521
85,백크 Baekk,/channel/UCugNO83_V7xZLzCsjpABGeg,백크,16,58,28,4,2,30,5,143,11.18881119,40.55944056,19.58041958,2.797202797,1.398601399,20.97902098,3.496503497
271,김리븐,/channel/UCgySwATr_UPiGqrwfRo6_ag,김리븐,83,316,161,42,26,181,55,864,9.606481481,36.57407407,18.63425926,4.861111111,3.009259259,20.94907407,6.365740741
309,별고래_StarWhale,/channel/UCD8maIontXDHmsewDbyMXDw,별고래,15,39,51,2,3,32,11,153,9.803921569,25.49019608,33.33333333,1.307189542,1.960784314,20.91503268,7.189542484
336,꾸몽,/channel/UCH29Gz8a6veRLqUxzjBXHrQ,꾸몽,20,99,87,9,3,67,36,321,6.230529595,30.8411215,27.10280374,2.803738318,0.934579439,20.87227414,11.21495327
167,딕스Dix,/channel/UCOtcE3XmueVr78j8RCnr1QQ,딕스TV,16,55,38,9,3,34,8,163,9.81595092,33.74233129,23.31288344,5.521472393,1.840490798,20.85889571,4.90797546
364,알로직,/channel/UCd4vEfDwg_kzVI-9Eq8sPHA,알로직,13,31,14,3,10,20,5,96,13.54166667,32.29166667,14.58333333,3.125,10.41666667,20.83333333,5.208333333
60,코아 TV,/channel/UCdmPH-DTjL52x5K3lRvHYQw,코아(인터넷 방송인),79,318,147,44,10,174,64,836,9.449760766,38.03827751,17.58373206,5.263157895,1.196172249,20.81339713,7.655502392
31,테드TV,/channel/UC5pbeFWTPAUdKu65kBROsBg,테드TV,51,223,222,33,23,158,52,762,6.692913386,29.26509186,29.13385827,4.330708661,3.018372703,20.73490814,6.824146982
345,모두의마블 TV,/channel/UCc5al0BciX358Rg9YXk1LBg,모두의마블 TV,16,9,18,10,7,17,5,82,19.51219512,10.97560976,21.95121951,12.19512195,8.536585366,20.73170732,6.097560976
8,악동 김블루,/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ,김블루,43,219,125,33,9,122,38,589,7.300509338,37.18166384,21.22241087,5.602716469,1.528013582,20.71307301,6.451612903
182,인피쉰,/channel/UC-okJdotaXPlzivRzHFqzuA,인피쉰,17,35,21,7,5,24,7,116,14.65517241,30.17241379,18.10344828,6.034482759,4.310344828,20.68965517,6.034482759
137,김레인,/channel/UCj9LQu5-mfrf6imcyrnZfug,김레인,86,185,134,29,22,125,24,605,14.21487603,30.5785124,22.14876033,4.79338843,3.636363636,20.66115702,3.966942149
194,나라카일,/channel/UCdMevbThDzHEbiqu0MhyfAQ,서지선,21,64,36,6,7,38,12,184,11.41304348,34.7826087,19.56521739,3.260869565,3.804347826,20.65217391,6.52173913
36,군림보,/channel/UCN5oT4zGJX-_H6pE5isAEeg,군림보,59,235,105,34,15,128,44,620,9.516129032,37.90322581,16.93548387,5.483870968,2.419354839,20.64516129,7.096774194
30,기리TV,/channel/UCEcuyrAqhRVUmRdOd6FGKSw,기리TV,26,289,170,79,26,166,50,806,3.225806452,35.8560794,21.09181141,9.801488834,3.225806452,20.5955335,6.203473945
50,눈언YT,/channel/UCt1dxdedblLX2PsSFFK0Hzw,유튜브,37,67,161,9,21,91,57,443,8.35214447,15.1241535,36.34311512,2.031602709,4.740406321,20.54176072,12.86681716
63,삼식,/channel/UCMOOio1GZ50OeJT58DGBQCA,삼식,60,342,94,45,16,155,47,759,7.90513834,45.05928854,12.38471673,5.928853755,2.108036891,20.42160738,6.192358366
341,택신TV [BISUTUBE],/channel/UCBa9U1nh3fe2lBx3a0R0Skg,김택용,22,82,59,7,9,50,16,245,8.979591837,33.46938776,24.08163265,2.857142857,3.673469388,20.40816327,6.530612245
105,휴지,/channel/UCj1dw4G9v09OLXIxiL_VUEA,휴지,28,167,112,51,15,105,38,516,5.426356589,32.36434109,21.70542636,9.88372093,2.906976744,20.34883721,7.364341085
148,이태준,/channel/UC5gp0nGTdJ56YKzI40v0cRg,이태준(1995),101,278,139,20,23,153,38,752,13.43085106,36.96808511,18.48404255,2.659574468,3.058510638,20.34574468,5.053191489
281,카이바군,/channel/UCDEOj33PPDR-Hw9RxdKfjpw,카이바군,18,80,56,15,11,49,12,241,7.468879668,33.19502075,23.23651452,6.22406639,4.564315353,20.33195021,4.979253112
45,개리형,/channel/UCRpdlPk671uOMiBtf5HtB3Q,개리형,49,233,134,18,23,128,45,630,7.777777778,36.98412698,21.26984127,2.857142857,3.650793651,20.31746032,7.142857143
16,악어 유튜브,/channel/UCQJuZxeDv2P05YHcC-tIEVQ,악어(인터넷 방송인),67,255,90,23,15,122,29,601,11.14808652,42.42928453,14.9750416,3.826955075,2.495840266,20.29950083,4.825291181
234,두칠이의게임방송,/channel/UCwDFdWg0nGlEMr4iJnKWqYw,두칠,11,49,31,11,10,30,6,148,7.432432432,33.10810811,20.94594595,7.432432432,6.756756757,20.27027027,4.054054054
44,괴물쥐 유튜브,/channel/UCDBAVzfX3yZ1hah0FHnOoaA,괴물쥐,81,210,111,23,19,122,36,602,13.4551495,34.88372093,18.43853821,3.820598007,3.156146179,20.26578073,5.980066445
176,걸뽀girlbbo,/channel/UC_VOIxjBN_WIPKxpPs1omZQ,걸뽀_,15,87,28,5,3,36,4,178,8.426966292,48.87640449,15.73033708,2.808988764,1.685393258,20.2247191,2.247191011
130,꽃핀,/channel/UC2MgNh831KCMuYkK7u8C2dg,꽃핀,88,271,171,35,20,164,64,813,10.82410824,33.33333333,21.03321033,4.30504305,2.4600246,20.17220172,7.872078721
368,구스마일,/channel/UCpVLAetJt6_XjktxxhDUY2w,구스마일,15,74,58,23,7,50,21,248,6.048387097,29.83870968,23.38709677,9.274193548,2.822580645,20.16129032,8.467741935
54,강 지,/channel/UCIVFv8AiQLqM9oLHTixrNYw,강지,59,326,118,44,21,154,43,765,7.712418301,42.61437908,15.4248366,5.751633987,2.745098039,20.13071895,5.620915033
38,울산큰고래 박성주,/channel/UCIchCOLwLBMD87quHlNuXjQ,울산큰고래,60,308,152,30,23,156,46,775,7.741935484,39.74193548,19.61290323,3.870967742,2.967741935,20.12903226,5.935483871
150,동동 TV,/channel/UCmP6N0_CMbMUYwQRaPoFyng,동동 TV,13,97,48,10,5,50,26,249,5.220883534,38.95582329,19.27710843,4.016064257,2.008032129,20.08032129,10.44176707
398,지존조세,/channel/UCQOL6_MBCFXr3M9OTmwl9pg,지존조세,39,63,82,13,13,59,25,294,13.26530612,21.42857143,27.89115646,4.421768707,4.421768707,20.06802721,8.503401361
369,중년게이머 김실장,/channel/UCSgvQDek_7CQj08fu7kp1Iw,중년게이머 김실장,15,47,32,9,0,28,9,140,10.71428571,33.57142857,22.85714286,6.428571429,0,20,6.428571429
196,콩콩이다,/channel/UCzjEp3u8RMkOJwpc3RzxmWg,콩콩,10,43,33,8,6,28,12,140,7.142857143,30.71428571,23.57142857,5.714285714,4.285714286,20,8.571428571
298,흉폭한 포로 Violent Poro,/channel/UC9aEa6zVK12OZaWyTIPX9jw,포로,15,55,48,2,9,36,15,180,8.333333333,30.55555556,26.66666667,1.111111111,5,20,8.333333333
346,조우,/channel/UCpXnb06Y0uc6ewEf3WL4wDQ,조우(유튜버),23,65,47,10,5,44,26,220,10.45454545,29.54545455,21.36363636,4.545454545,2.272727273,20,11.81818182
274,SANDBOX NETWORK (샌드박스 네트워크),/channel/UCCjR2EbSnsVKRVeTvPjVWIA,샌드박스 네트워크,57,87,76,26,25,76,33,380,15,22.89473684,20,6.842105263,6.578947368,20,8.684210526
119,차도르,/channel/UCtj_00nn_viF6wJNeqgpEiA,차도르(유튜버),57,69,102,17,13,75,42,375,15.2,18.4,27.2,4.533333333,3.466666667,20,11.2
100,이석현,/channel/UCVZI7eLie2UlZph6aiBRNrw,이석현,61,252,128,52,20,138,40,691,8.827785818,36.46888567,18.52387844,7.525325615,2.894356006,19.97105644,5.788712012
20,우왁굳의 게임방송,/channel/UCBkyj16n2snkRg1BAzpovXQ,우왁굳,52,235,94,31,11,115,40,578,8.996539792,40.65743945,16.26297578,5.363321799,1.903114187,19.89619377,6.920415225
320,천양,/channel/UCXOLqHsi_mxJdTIqU7B6OmQ,천양,18,65,37,1,9,33,3,166,10.84337349,39.15662651,22.28915663,0.602409639,5.421686747,19.87951807,1.807228916
224,오요,/channel/UCXhTIte6TjoItbiUVUnMIlA,오요,12,41,42,12,4,31,14,156,7.692307692,26.28205128,26.92307692,7.692307692,2.564102564,19.87179487,8.974358974
143,프로관전러 P.S,/channel/UCqI5lyTpC79pOy2D-VXAMdA,프로관전러 P.S,72,115,165,28,26,116,65,587,12.26575809,19.5911414,28.10902896,4.770017036,4.429301533,19.76149915,11.07325383
326,서든어택,/channel/UCMJhnmKJ6xwRIFL1ZFb9QrA,서든어택,21,50,26,8,5,28,4,142,14.78873239,35.21126761,18.30985915,5.633802817,3.521126761,19.71830986,2.816901408
299,모드로나티 Modronati,/channel/UC9-B--tzbvBUMVkGVyCTaIQ,모드로나티,15,30,40,3,7,28,19,142,10.56338028,21.12676056,28.16901408,2.112676056,4.929577465,19.71830986,13.38028169
214,보물창고,/channel/UCRwMczVQ8Jr8_8Dd8o7hPnQ,보물창고,23,64,45,5,11,40,15,203,11.33004926,31.5270936,22.16748768,2.463054187,5.418719212,19.7044335,7.389162562
340,실프,/channel/UCWOPxkftlmCstC5drb9VM_A,실프(인터넷 방송인),33,92,56,7,1,50,15,254,12.99212598,36.22047244,22.04724409,2.755905512,0.393700787,19.68503937,5.905511811
391,이춘향,/channel/UCH-5Xjx6MuEySkb-lAdIEeg,이춘향(인터넷 방송인),17,116,25,9,3,44,10,224,7.589285714,51.78571429,11.16071429,4.017857143,1.339285714,19.64285714,4.464285714
319,Tenha,/channel/UCOXPm9nqKtb2pIpO0UybBHA,나무위키:대문,3,2,20,0,2,8,6,41,7.317073171,4.87804878,48.7804878,0,4.87804878,19.51219512,14.63414634
237,윤루트,/channel/UCmJ4DkPFPzjR2TkJ7lXSQWw,윤루트,20,52,39,20,5,37,17,190,10.52631579,27.36842105,20.52631579,10.52631579,2.631578947,19.47368421,8.947368421
272,카운터,/channel/UCN5Z4EkujWOl7UMbc4J-3Cw,카운터(인터넷 방송인),74,278,229,67,25,184,92,949,7.79768177,29.29399368,24.13066386,7.060063224,2.634351949,19.38883035,9.694415174
69,형독방송,/channel/UCJDEss5wA1ddrCBC40giO8A,형독,71,301,171,75,24,170,65,877,8.095781072,34.32155074,19.49828962,8.551881414,2.736602052,19.38426454,7.411630559
84,글자네 YouTube,/channel/UCb5NLtXAsTBrmaZVhyFa-Wg,세글자,29,57,37,5,8,36,14,186,15.59139785,30.64516129,19.89247312,2.688172043,4.301075269,19.35483871,7.52688172
310,소니쇼게임방송,/channel/UC141BuVRzSSXJX33Am9yxEA,소니쇼,30,104,30,12,5,47,15,243,12.34567901,42.79835391,12.34567901,4.938271605,2.057613169,19.34156379,6.172839506
177,흑운장TV [BLACKTUBE],/channel/UCdtV_sB8WUWo-P_q3OwNfcw,이성은,41,112,70,12,15,64,18,332,12.34939759,33.73493976,21.08433735,3.614457831,4.518072289,19.27710843,5.421686747
354,Wolf,/channel/UCYJ0Ucu9jPX5kn6SeDcNaIQ,이재완,27,47,45,12,7,36,13,187,14.43850267,25.13368984,24.06417112,6.417112299,3.743315508,19.2513369,6.951871658
101,마플 마인크래프트 채널,/channel/UC1q4Ihlv_YhLELw-ijE0Diw,마인애플,62,182,179,38,11,138,107,717,8.647140865,25.38354254,24.9651325,5.29986053,1.534170153,19.24686192,14.92329149
7,LsCraft,/channel/UC4Qw1uE9kwUI4cCAx9HZtxw,팬 케이,50,28,241,1,30,97,57,504,9.920634921,5.555555556,47.81746032,0.198412698,5.952380952,19.24603175,11.30952381
21,릴카,/channel/UC48NSSfUBsmL0k0wKxSqRkw,릴카,55,196,105,28,12,101,29,526,10.45627376,37.26235741,19.96197719,5.323193916,2.281368821,19.20152091,5.513307985
160,발__젭,/channel/UCQ9eDVhFn_jq7eTpjf21ouA,발__젭,16,86,59,6,5,46,22,240,6.666666667,35.83333333,24.58333333,2.5,2.083333333,19.16666667,9.166666667
35,마재TV,/channel/UC7uKMg7lPdCp4Nm1tLesihQ,액시스마이콜,69,206,217,38,29,148,67,774,8.914728682,26.61498708,28.03617571,4.909560724,3.746770026,19.12144703,8.656330749
114,김계정,/channel/UCM9m5BHwm-lU7tK07co3ClA,김계정,62,278,147,33,24,143,61,748,8.288770053,37.1657754,19.65240642,4.411764706,3.20855615,19.11764706,8.155080214
127,찬이TV,/channel/UCt51IEo3ZxxOysVAG_ylR6w,찬이,27,221,73,44,15,97,31,508,5.31496063,43.50393701,14.37007874,8.661417323,2.952755906,19.09448819,6.102362205
325,Jin Studio 진 스튜디오,/channel/UCDk0AHutsIFLsQYhMvmkdrQ,진,15,53,71,5,9,42,25,220,6.818181818,24.09090909,32.27272727,2.272727273,4.090909091,19.09090909,11.36363636
9,대도서관TV (buzzbean11),/channel/UCSHVH_AWVUc-C8-D8mh8W6A,대도서관(방송인),15,160,72,41,6,76,29,399,3.759398496,40.10025063,18.04511278,10.27568922,1.503759398,19.04761905,7.268170426
294,이녕,/channel/UCLoGhS_8p-G_pzrkfgMi9NA,이녕,22,77,51,7,2,42,21,222,9.90990991,34.68468468,22.97297297,3.153153153,0.900900901,18.91891892,9.459459459
265,지컨,/channel/UC0z8bddfRBRBmEC-AjI6UXw,지컨,57,307,71,48,14,125,39,661,8.623298033,46.44478064,10.74130106,7.26172466,2.118003026,18.9107413,5.900151286
323,메이비TV,/channel/UCPITXstDqqLYbBUiAVqYjfg,메이비(인터넷 방송인),0,32,6,3,0,10,2,53,0,60.37735849,11.32075472,5.660377358,0,18.86792453,3.773584906
122,개구릿대,/channel/UCR0aLp4aIvxS07g6rGWZr_g,개구릿대(유튜버),68,299,113,59,19,141,53,752,9.042553191,39.7606383,15.02659574,7.845744681,2.526595745,18.75,7.04787234
343,고누리,/channel/UCs0P4GrXEumyYn-d8ASrGlA,고누리,26,45,29,10,7,30,13,160,16.25,28.125,18.125,6.25,4.375,18.75,8.125
80,똘킹,/channel/UCnQRkIhRmXrxGrK4-8n-lVw,똘킹,32,99,49,5,7,49,21,262,12.21374046,37.78625954,18.70229008,1.908396947,2.671755725,18.70229008,8.015267176
337,듀단 [듀튜브],/channel/UCPd2VrGLDguFs9AckozHtrA,듀단,10,58,19,0,3,23,10,123,8.130081301,47.15447154,15.44715447,0,2.43902439,18.69918699,8.130081301
246,피아노캣 [PianoCat],/channel/UCDyc0_OWYXI1WcaMjijHrDA,피아노캣,16,65,40,8,1,34,18,182,8.791208791,35.71428571,21.97802198,4.395604396,0.549450549,18.68131868,9.89010989
204,지덥,/channel/UCQBl5ytG10Y_tnWe__8kUJw,지덥,10,62,22,13,5,27,6,145,6.896551724,42.75862069,15.17241379,8.965517241,3.448275862,18.62068966,4.137931034
269,각폭 YouTube,/channel/UCutaHUD-Oos2EBNNEwd4QQg,각폭(유튜버),82,363,191,48,24,171,41,920,8.913043478,39.45652174,20.76086957,5.217391304,2.608695652,18.58695652,4.456521739
23,만두민 ManDooMiN,/channel/UC3DYSay178fMMPaf3zHwECA,만두민,41,136,139,9,22,85,26,458,8.951965066,29.69432314,30.34934498,1.965065502,4.80349345,18.55895197,5.676855895
209,YouTube지누,/channel/UCJGww2K__Q3y-MtDi0XWH2w,지누(인터넷 방송인),8,52,21,8,3,23,9,124,6.451612903,41.93548387,16.93548387,6.451612903,2.419354839,18.5483871,7.258064516
371,화틱,/channel/UC2b9TmgJ-jZt8ZAKF4DwIWg,화틱,22,28,28,7,4,23,12,124,17.74193548,22.58064516,22.58064516,5.64516129,3.225806452,18.5483871,9.677419355
380,_헤징,/channel/UCj38fEefpih2o1aHH886Z1g,헤징,24,102,47,19,3,50,25,270,8.888888889,37.77777778,17.40740741,7.037037037,1.111111111,18.51851852,9.259259259
273,LOUD CAST,/channel/UCAI86CUHDIkKXGA6YpVBhYg,Loud G,45,239,125,26,10,108,34,587,7.666098807,40.71550256,21.29471891,4.429301533,1.703577513,18.39863714,5.792163543
71,Official Dopa,/channel/UCt15X5eHLwyP8PpNtQTkuDQ,도파(인터넷 방송인),108,186,217,29,27,139,50,756,14.28571429,24.6031746,28.7037037,3.835978836,3.571428571,18.38624339,6.613756614
61,로이조 TV,/channel/UCLJs55bZWMsCBPekt3vssoQ,로이조,24,220,42,8,20,71,2,387,6.201550388,56.84754522,10.85271318,2.067183463,5.167958656,18.34625323,0.516795866
129,야옹해 바바 Miaow baba,/channel/UClSuqiIAACDUJrH3gb4JcLQ,야옹해 바바,57,329,141,16,32,143,62,780,7.307692308,42.17948718,18.07692308,2.051282051,4.102564103,18.33333333,7.948717949
195,MariAndGames,/channel/UCFt6SlUqvKDCwva8nzTBXUQ,,5,21,10,9,1,11,3,60,8.333333333,35,16.66666667,15,1.666666667,18.33333333,5
117,늪지대에서 생긴 일,/channel/UC2uID-rcbLMi3RxZmZtwSZg,악어(인터넷 방송인),59,226,135,75,19,125,44,683,8.638360176,33.08931186,19.76573939,10.98096633,2.781844802,18.30161054,6.442166911
88,빅헤드,/channel/UCAJ-meoCh1TrPZ7La3UpPrw,빅헤드,20,117,56,12,6,51,17,279,7.168458781,41.93548387,20.07168459,4.301075269,2.150537634,18.27956989,6.093189964
99,견자희 스튜디오,/channel/UCBvkQFBskQR9NeOoDYR8ckA,견자희,12,60,44,13,2,33,17,181,6.629834254,33.14917127,24.30939227,7.182320442,1.104972376,18.2320442,9.392265193
306,오린이,/channel/UCeVVzlUnjNMFy_DVTZqZ5ZA,오린이,19,102,35,9,4,41,15,225,8.444444444,45.33333333,15.55555556,4,1.777777778,18.22222222,6.666666667
62,유소나,/channel/UCxeWKVovE_mKNRCwAlpL87A,유소나,80,381,187,39,12,166,47,912,8.771929825,41.77631579,20.50438596,4.276315789,1.315789474,18.20175439,5.153508772
118,League of Legends - Korea,/channel/UCooLkG0FfrkPBQsSuC95L6w,리그 오브 레전드,139,268,210,63,43,175,64,962,14.44906445,27.85862786,21.82952183,6.548856549,4.46985447,18.19126819,6.652806653
221,지라라,/channel/UCdRDEMsLzDgoXY0AdQ1yN8g,지라라,14,81,20,6,5,30,9,165,8.484848485,49.09090909,12.12121212,3.636363636,3.03030303,18.18181818,5.454545455
13,Edu car toy school,/channel/UC3dt8G_iIiZXijtaaLgo1HA,Car Driving School Simulator,1,0,6,0,2,2,0,11,9.090909091,0,54.54545455,0,18.18181818,18.18181818,0
70,서넹,/channel/UCylzl5EMsHKCMeUe2TLKLKA,서넹,31,333,87,37,10,116,25,639,4.851330203,52.11267606,13.61502347,5.79029734,1.564945227,18.15336463,3.912363067
363,이서니,/channel/UCcL8PoeJCC6DwAcKyzw_eQg,이서니,19,52,32,10,7,28,7,155,12.25806452,33.5483871,20.64516129,6.451612903,4.516129032,18.06451613,4.516129032
25,겜브링 GGAM BRING,/channel/UCSOeJWyByeoBHpmrm0NnlLw,겜브링,40,212,97,38,14,97,39,537,7.448789572,39.47858473,18.06331471,7.076350093,2.60707635,18.06331471,7.262569832
89,자몽티비,/channel/UCHsNxA14lzqnrm0mW7GQIXA,자몽티비,14,59,25,3,3,24,5,133,10.52631579,44.36090226,18.79699248,2.255639098,2.255639098,18.04511278,3.759398496
113,오버워치,/channel/UC-2wa6jvprl7hfCpvw0ULzg,오버워치,77,315,157,48,22,146,48,813,9.471094711,38.74538745,19.31119311,5.904059041,2.70602706,17.95817958,5.904059041
260,김짱돌,/channel/UCsi8xzlmARKDK_ItRW8imyg,김짱돌,112,301,151,79,29,157,49,878,12.75626424,34.28246014,17.19817768,8.997722096,3.302961276,17.88154897,5.580865604
